GKA;1;-6.081689;145.391881;POM;5;-9.443383;147.22005;1;;
TPE;2276;25.077731;121.232822;KWE;3394;26.538522;106.800703;1;108;24
TPE;2276;25.077731;121.232822;KWE;3394;26.538522;106.800703;1;108;24
SFO;3469;37.618972;-122.374889;IAH;3550;29.984433;-95.341442;1;108;33
SFO;3469;37.618972;-122.374889;IAH;3550;29.984433;-95.341442;1;108;33
SFO;3469;37.618972;-122.374889;IAH;3550;29.984433;-95.341442;1;108;33
TPE;2276;25.077731;121.232822;CGO;3375;34.519672;113.840889;1;108;21
TPE;2276;25.077731;121.232822;CGO;3375;34.519672;113.840889;1;108;21
TPE;2276;25.077731;121.232822;NKG;3388;31.742042;118.862025;1;108;32
TPE;2276;25.077731;121.232822;NKG;3388;31.742042;118.862025;1;108;32
SFO;3469;37.618972;-122.374889;LAS;3877;36.080056;-115.15225;1;108;33
SFO;3469;37.618972;-122.374889;LAS;3877;36.080056;-115.15225;1;108;33
SFO;3469;37.618972;-122.374889;LAS;3877;36.080056;-115.15225;1;108;33
SFO;3469;37.618972;-122.374889;LAS;3877;36.080056;-115.15225;1;108;33
SFO;3469;37.618972;-122.374889;LAS;3877;36.080056;-115.15225;1;108;33
SFO;3469;37.618972;-122.374889;LAS;3877;36.080056;-115.15225;1;108;33
TPE;2276;25.077731;121.232822;TAO;3390;36.266108;120.374436;1;108;33
TPE;2276;25.077731;121.232822;TAO;3390;36.266108;120.374436;1;108;33
TPE;2276;25.077731;121.232822;TAO;3390;36.266108;120.374436;1;108;33
TPE;2276;25.077731;121.232822;TAO;3390;36.266108;120.374436;1;108;33
TPE;2276;25.077731;121.232822;WUH;3376;30.783758;114.2081;1;108;37
TPE;2276;25.077731;121.232822;WUH;3376;30.783758;114.2081;1;108;37
TPE;2276;25.077731;121.232822;WUH;3376;30.783758;114.2081;1;108;37
SFO;3469;37.618972;-122.374889;DFW;3670;32.896828;-97.037997;1;108;41
SFO;3469;37.618972;-122.374889;DFW;3670;32.896828;-97.037997;1;108;41
SFO;3469;37.618972;-122.374889;DFW;3670;32.896828;-97.037997;1;108;41
SFO;3469;37.618972;-122.374889;DFW;3670;32.896828;-97.037997;1;108;41
TPE;2276;25.077731;121.232822;SEA;3577;47.449;-122.309306;1;108;50
TPE;2276;25.077731;121.232822;SEA;3577;47.449;-122.309306;1;108;50
SFO;3469;37.618972;-122.374889;SEA;3577;47.449;-122.309306;1;108;50
SFO;3469;37.618972;-122.374889;DEN;3751;39.861656;-104.673178;1;108;26
SFO;3469;37.618972;-122.374889;DEN;3751;39.861656;-104.673178;1;108;26
TPE;2276;25.077731;121.232822;CSX;3371;28.189158;113.219633;1;108;30
TPE;2276;25.077731;121.232822;CSX;3371;28.189158;113.219633;1;108;30
TPE;2276;25.077731;121.232822;CSX;3371;28.189158;113.219633;1;108;30
TPE;2276;25.077731;121.232822;CSX;3371;28.189158;113.219633;1;108;30
SFO;3469;37.618972;-122.374889;IAD;3714;38.944533;-77.455811;1;108;41
SFO;3469;37.618972;-122.374889;IAD;3714;38.944533;-77.455811;1;108;41
SFO;3469;37.618972;-122.374889;IAD;3714;38.944533;-77.455811;1;108;41
SFO;3469;37.618972;-122.374889;CPH;609;55.617917;12.655972;1;108;24
TPE;2276;25.077731;121.232822;CKG;3393;29.719217;106.641678;1;108;36
TPE;2276;25.077731;121.232822;CKG;3393;29.719217;106.641678;1;108;36
TPE;2276;25.077731;121.232822;SZX;3374;22.639258;113.810664;1;108;30
TPE;2276;25.077731;121.232822;SZX;3374;22.639258;113.810664;1;108;30
TPE;2276;25.077731;121.232822;SZX;3374;22.639258;113.810664;1;108;30
TPE;2276;25.077731;121.232822;SZX;3374;22.639258;113.810664;1;108;30
SFO;3469;37.618972;-122.374889;ZRH;1678;47.464722;8.549167;1;108;31
SFO;3469;37.618972;-122.374889;EWR;3494;40.6925;-74.168667;1;108;35
TPE;2276;25.077731;121.232822;XMN;3383;24.544036;118.127739;1;108;37
TPE;2276;25.077731;121.232822;XMN;3383;24.544036;118.127739;1;108;37
TPE;2276;25.077731;121.232822;KMG;3382;24.992364;102.743536;1;108;28
TPE;2276;25.077731;121.232822;KMG;3382;24.992364;102.743536;1;108;28
TPE;2276;25.077731;121.232822;CTU;3395;30.578528;103.947086;1;108;44
TPE;2276;25.077731;121.232822;HGH;3386;30.229503;120.434453;1;108;34
TPE;2276;25.077731;121.232822;YYZ;193;43.677223;-79.630556;1;108;46
SFO;3469;37.618972;-122.374889;YYZ;193;43.677223;-79.630556;1;108;46
SFO;3469;37.618972;-122.374889;YYZ;193;43.677223;-79.630556;1;108;46
SFO;3469;37.618972;-122.374889;DXB;2188;25.252778;55.364444;1;108;43
SFO;3469;37.618972;-122.374889;DXB;2188;25.252778;55.364444;1;108;43
SFO;3469;37.618972;-122.374889;MUC;346;48.353783;11.786086;1;108;31
SFO;3469;37.618972;-122.374889;MUC;346;48.353783;11.786086;1;108;31
SFO;3469;37.618972;-122.374889;TPE;2276;25.077731;121.232822;1;108;64
SFO;3469;37.618972;-122.374889;TPE;2276;25.077731;121.232822;1;108;64
SFO;3469;37.618972;-122.374889;TPE;2276;25.077731;121.232822;1;108;64
SFO;3469;37.618972;-122.374889;TPE;2276;25.077731;121.232822;1;108;64
TPE;2276;25.077731;121.232822;HKG;3077;22.308919;113.914603;1;108;89
SFO;3469;37.618972;-122.374889;HKG;3077;22.308919;113.914603;1;108;89
SFO;3469;37.618972;-122.374889;HKG;3077;22.308919;113.914603;1;108;89
TPE;2276;25.077731;121.232822;NRT;2279;35.764722;140.386389;1;108;93
TPE;2276;25.077731;121.232822;NRT;2279;35.764722;140.386389;1;108;93
TPE;2276;25.077731;121.232822;NRT;2279;35.764722;140.386389;1;108;93
TPE;2276;25.077731;121.232822;NRT;2279;35.764722;140.386389;1;108;93
SFO;3469;37.618972;-122.374889;NRT;2279;35.764722;140.386389;1;108;93
SFO;3469;37.618972;-122.374889;ORD;3830;41.978603;-87.904842;1;108;68
TPE;2276;25.077731;121.232822;ICN;3930;37.469075;126.450517;1;108;86
TPE;2276;25.077731;121.232822;ICN;3930;37.469075;126.450517;1;108;86
TPE;2276;25.077731;121.232822;ICN;3930;37.469075;126.450517;1;108;86
TPE;2276;25.077731;121.232822;ICN;3930;37.469075;126.450517;1;108;86
SFO;3469;37.618972;-122.374889;ICN;3930;37.469075;126.450517;1;108;86
SFO;3469;37.618972;-122.374889;ICN;3930;37.469075;126.450517;1;108;86
TPE;2276;25.077731;121.232822;PVG;3406;31.143378;121.805214;1;108;79
TPE;2276;25.077731;121.232822;PVG;3406;31.143378;121.805214;1;108;79
TPE;2276;25.077731;121.232822;PVG;3406;31.143378;121.805214;1;108;79
TPE;2276;25.077731;121.232822;PVG;3406;31.143378;121.805214;1;108;79
SFO;3469;37.618972;-122.374889;PVG;3406;31.143378;121.805214;1;108;79
SFO;3469;37.618972;-122.374889;PVG;3406;31.143378;121.805214;1;108;79
SFO;3469;37.618972;-122.374889;PVG;3406;31.143378;121.805214;1;108;79
TPE;2276;25.077731;121.232822;PEK;3364;40.080111;116.584556;1;108;73
TPE;2276;25.077731;121.232822;PEK;3364;40.080111;116.584556;1;108;73
SFO;3469;37.618972;-122.374889;PEK;3364;40.080111;116.584556;1;108;73
TPE;2276;25.077731;121.232822;LAX;3484;33.942536;-118.408075;1;108;75
TPE;2276;25.077731;121.232822;LAX;3484;33.942536;-118.408075;1;108;75
SFO;3469;37.618972;-122.374889;LAX;3484;33.942536;-118.408075;1;108;75
SFO;3469;37.618972;-122.374889;LAX;3484;33.942536;-118.408075;1;108;75
SFO;3469;37.618972;-122.374889;LHR;507;51.4775;-0.461389;1;108;80
SFO;3469;37.618972;-122.374889;LHR;507;51.4775;-0.461389;1;108;80
CAN;3370;23.392436;113.298786;KWE;3394;26.538522;106.800703;1;111;24
CAN;3370;23.392436;113.298786;KWE;3394;26.538522;106.800703;1;111;24
CAN;3370;23.392436;113.298786;KWE;3394;26.538522;106.800703;1;111;24
CAN;3370;23.392436;113.298786;KWE;3394;26.538522;106.800703;1;111;24
CAN;3370;23.392436;113.298786;SHA;3391;31.197875;121.336319;1;111;21
CAN;3370;23.392436;113.298786;HGH;3386;30.229503;120.434453;1;111;34
CAN;3370;23.392436;113.298786;HGH;3386;30.229503;120.434453;1;111;34
CAN;3370;23.392436;113.298786;HGH;3386;30.229503;120.434453;1;111;34
CAN;3370;23.392436;113.298786;DXB;2188;25.252778;55.364444;1;111;43
CAN;3370;23.392436;113.298786;DXB;2188;25.252778;55.364444;1;111;43
CAN;3370;23.392436;113.298786;TPE;2276;25.077731;121.232822;1;111;64
CAN;3370;23.392436;113.298786;TPE;2276;25.077731;121.232822;1;111;64
CAN;3370;23.392436;113.298786;TPE;2276;25.077731;121.232822;1;111;64
CAN;3370;23.392436;113.298786;TPE;2276;25.077731;121.232822;1;111;64
HGH;3386;30.229503;120.434453;CAN;3370;23.392436;113.298786;1;10;52
HGH;3386;30.229503;120.434453;CAN;3370;23.392436;113.298786;1;10;52
HGH;3386;30.229503;120.434453;CAN;3370;23.392436;113.298786;1;10;52
HGH;3386;30.229503;120.434453;CAN;3370;23.392436;113.298786;1;10;52
CTU;3395;30.578528;103.947086;CAN;3370;23.392436;113.298786;1;20;52
CTU;3395;30.578528;103.947086;CAN;3370;23.392436;113.298786;1;20;52
CTU;3395;30.578528;103.947086;SIN;3316;1.350189;103.994433;1;20;62
CTU;3395;30.578528;103.947086;SIN;3316;1.350189;103.994433;1;20;62
CAN;3370;23.392436;113.298786;SIN;3316;1.350189;103.994433;1;111;62
CAN;3370;23.392436;113.298786;SIN;3316;1.350189;103.994433;1;111;62
CAN;3370;23.392436;113.298786;SIN;3316;1.350189;103.994433;1;111;62
CTU;3395;30.578528;103.947086;BKK;3885;13.681108;100.747283;1;20;75
CAN;3370;23.392436;113.298786;BKK;3885;13.681108;100.747283;1;111;75
